Id,Unit,Pack section,Source focus,Type,Front,Back,Extra cue,Choices,Visual,Difficulty
card-201-7j-current-electricity-which-formula-is-ohm-s-law,7J Current electricity,7Ja,"7Ja · Current, components and complete circuits · Quick Quiz style",Multiple choice,Which everyday substance is usually alkaline but not as strongly alkaline as oven cleaner?,toothpaste,Toothpaste is mildly alkaline in many school pH examples.,toothpaste | vinegar | lemon juice | fizzy drink,,4
card-202-7j-current-electricity-what-is-an-and-circuit,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Quiz style",Multiple choice,Which substance is the best example of a strongly alkaline household cleaner?,oven cleaner,Oven cleaner is often strongly alkaline.,oven cleaner | milk | fizzy drink | lemon juice,,3
card-203-7j-current-electricity-what-is-an-or-circuit,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Quiz style",Multiple choice,Which drink is acidic in the pack’s everyday pH examples?,fizzy drink,Many fizzy drinks are acidic.,fizzy drink | pure water | washing powder | oven cleaner,,3
card-204-7j-current-electricity-what-does-a-fuse-do,7J Current electricity,7Je,7Je · Electrical safety and plugs · Quick Quiz style,Multiple choice,Which substance is used to neutralise excess stomach acid?,indigestion powder or antacid,Antacids contain bases.,indigestion powder or antacid | vinegar | lemon juice | universal indicator,,3
card-205-7j-current-electricity-what-colour-is-the-earth-wire-in-a-uk,7J Current electricity,7Je,7Je · Electrical safety and plugs · Quick Quiz style,Multiple choice,A solution is tested with phenolphthalein and remains colourless. Which conclusion is most likely?,It is acidic or neutral rather than alkaline.,Phenolphthalein is colourless in acidic/neutral solution and pink in alkali.,It is acidic or neutral rather than alkaline. | It is strongly alkaline. | It must contain copper sulfate. | It must be flammable.,,4
card-206-7j-current-electricity-which-circuit-symbol-is-shown,7J Current electricity,7Ja,"7Ja · Current, components and complete circuits · Quick Check diagram style",Visual challenge,Which circuit symbol is shown in the diagram?,Cell,One cell supplies electrical energy to a circuit.,Cell|Battery|Lamp / bulb|Ammeter,symbol-cell,3
card-207-7j-current-electricity-which-circuit-symbol-is-shown,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Check diagram style",Visual challenge,Which circuit symbol is shown in the diagram?,Battery,A battery is two or more cells.,Battery|Cell|Voltmeter|Resistor,symbol-battery,3
card-208-7j-current-electricity-which-circuit-symbol-is-shown,7J Current electricity,7Je,7Je · Electrical safety and plugs · Quick Check diagram style,Visual challenge,Which circuit symbol is shown in the diagram?,Lamp / bulb,A lamp changes electrical energy into light and heat.,Lamp / bulb|Motor|Fuse|Switch,symbol-lamp,3
card-209-7j-current-electricity-which-circuit-symbol-is-shown,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Check diagram style",Visual challenge,Which circuit symbol is shown in the diagram?,Open switch,"An open switch breaks the circuit, so current cannot flow.",Open switch|Closed switch|Cell|Ammeter,symbol-switchOpen,3
card-210-7j-current-electricity-which-circuit-symbol-is-shown,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Check diagram style",Visual challenge,Which circuit symbol is shown in the diagram?,Closed switch,"A closed switch completes the circuit, so current can flow.",Closed switch|Open switch|Voltmeter|Resistor,symbol-switchClosed,3
card-211-7j-current-electricity-which-circuit-symbol-is-shown,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Check diagram style",Visual challenge,Which circuit symbol is shown in the diagram?,Resistor,A resistor makes it harder for current to flow.,Resistor|Lamp / bulb|Battery|Ammeter,symbol-resistor,3
card-212-7j-current-electricity-which-circuit-symbol-is-shown,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Check diagram style",Visual challenge,Which circuit symbol is shown in the diagram?,Ammeter,An ammeter measures current and is placed in series.,Ammeter|Voltmeter|Motor|Cell,symbol-ammeter,5
card-213-7j-current-electricity-which-circuit-symbol-is-shown,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Check diagram style",Visual challenge,Which circuit symbol is shown in the diagram?,Voltmeter,A voltmeter measures voltage and is placed in parallel.,Voltmeter|Ammeter|Battery|Switch,symbol-voltmeter,5
card-214-7j-current-electricity-which-circuit-symbol-is-shown,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Check diagram style",Visual challenge,Which circuit symbol is shown in the diagram?,Motor,A motor transfers electrical energy to movement.,Motor|Lamp / bulb|Resistor|Voltmeter,symbol-motor,3
card-215-7j-current-electricity-in-this-series-circuit-what-happens-i,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Check diagram style",Visual challenge,"In this series circuit, what happens if bulb A breaks?",Both bulbs go out.,A series circuit has only one path for current.,Both bulbs go out.|Only bulb A goes out.|Only bulb B gets brighter.|The battery becomes neutral.,circuit-series,4
card-216-7j-current-electricity-in-this-parallel-circuit-what-happens,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Check diagram style",Visual challenge,"In this parallel circuit, what happens if bulb A breaks?",Bulb B can stay on.,A parallel circuit has more than one path for current.,Bulb B can stay on.|Both bulbs must go out.|Current stops everywhere.|The voltage becomes zero.,circuit-parallel,4
card-217-7j-current-electricity-why-is-the-ammeter-labelled-a-placed-,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Check diagram style",Visual challenge,Why is the ammeter labelled A placed like this?,"It is in series, so it measures the current through the circuit.",Ammeters must be connected in series.,"It is in series, so it measures the current through the circuit.|It is in parallel, so it measures voltage.|It is used to test pH.|It makes the bulb brighter.",circuit-ammeter-series,5
card-218-7j-current-electricity-why-is-the-voltmeter-labelled-a-conne,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Check diagram style",Visual challenge,Why is the voltmeter labelled A connected like this?,"It is in parallel across the lamp, so it measures voltage across the lamp.",Voltmeters measure potential difference across a component.,"It is in parallel across the lamp, so it measures voltage across the lamp.|It is in series to measure current.|It replaces the battery.|It measures pH.",circuit-voltmeter-parallel,5
card-219-7j-current-electricity-what-is-wrong-with-this-circuit,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Check mistake check",Spot the mistake,Look at the circuit diagram. What is the mistake?,The voltmeter is connected in series instead of parallel.,"Voltmeters should go across a component, not in the main loop.",The voltmeter is connected in series instead of parallel.|The lamp is missing a filament.|The battery is made from two bulbs.|The switch is closed.,circuit-voltmeter-mistake,5
card-220-7j-current-electricity-for-the-and-switch-circuit-what-must-,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Check diagram style",Visual challenge,"Look at the circuit diagram. For the AND switch circuit, what must happen for the lamp to light?",Both switches A and B must be closed.,AND means A and B together.,Both switches A and B must be closed.|Either A or B can be closed.|Only switch A matters.|The pH must be 7.,circuit-and-switches,3
card-221-7j-current-electricity-for-the-or-switch-circuit-what-must-h,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Check diagram style",Visual challenge,"Look at the circuit diagram. For the OR switch circuit, what must happen for the lamp to light?",Either switch A or switch B can be closed.,OR means this switch or that switch.,Either switch A or switch B can be closed.|Both switches must always be open.|Both switches must be closed together.|The bulb must be in acid.,circuit-or-switches,3
card-222-7j-current-electricity-the-switch-labelled-a-is-open-what-do,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Check diagram style",Visual challenge,Look at the circuit diagram. The switch labelled A is open. What does this do?,It breaks the circuit so the lamp is off.,Open means there is a gap.,It breaks the circuit so the lamp is off.|It makes current bigger.|It changes acid to alkali.|It measures voltage.,circuit-open-switch,3
card-223-7j-current-electricity-what-do-the-arrows-labelled-a-show,7J Current electricity,7Ja,"7Ja · Current, components and complete circuits · Quick Check diagram style",Visual challenge,What do the arrows labelled A show?,The direction of conventional current around the circuit.,Current flows when there is a complete circuit.,The direction of conventional current around the circuit.|The direction of breathing.|The pH scale direction.|The movement of cartilage.,circuit-current-arrows,3
card-224-7j-current-electricity-what-is-wrong-with-this-circuit,7J Current electricity,7Jd,"7Jd · Voltage, resistance and measurements · Quick Check mistake check",Spot the mistake,Look at the circuit diagram. What is the mistake?,There is a short path that bypasses the lamp.,A short circuit can let too much current flow.,There is a short path that bypasses the lamp.|The lamp is in parallel correctly.|The voltmeter is measuring pH.|The switch is open.,circuit-short-mistake,5
card-225-7f-acids-and-alkalis-on-the-ph-scale-which-label-shows-an-ac,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Check diagram style,Visual challenge,"On the pH scale, which label shows an acid?",A,Acids have pH values below 7.,A|B|C|None of them,ph-scale,3
card-226-7f-acids-and-alkalis-on-the-ph-scale-which-label-is-neutral,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Check diagram style,Visual challenge,"On the pH scale, which label is neutral?",B,"Pure water is about pH 7, which is neutral.",B|A|C|Both A and C,ph-scale,3
card-227-7f-acids-and-alkalis-on-the-ph-scale-which-label-shows-the-m,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Check diagram style,Visual challenge,"On the pH scale, which label shows the most alkaline solution?",C,The highest pH values are the most alkaline.,C|A|B|None of them,ph-scale,3
card-228-7f-acids-and-alkalis-what-does-blue-litmus-do-in-the-acid-be,7F Acids and alkalis,7Fe,"7Fe · Bases, salts and everyday reactions · Quick Check diagram style",Visual challenge,What does blue litmus do in the acid beaker?,Turns red.,Blue litmus turns red in acid.,Turns red.|Turns blue.|Turns green.|Makes a salt.,litmus-test,3
card-229-7f-acids-and-alkalis-what-does-red-litmus-do-in-the-alkali-b,7F Acids and alkalis,7Fb,"7Fb · Acids, alkalis and indicator tests · Quick Check diagram style",Visual challenge,What does red litmus do in the alkali beaker?,Turns blue.,Red litmus turns blue in alkali.,Turns blue.|Turns red.|Turns white.|Measures current.,litmus-test,3
card-230-7f-acids-and-alkalis-in-the-universal-indicator-colours-whic,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Check diagram style,Visual challenge,"In the universal indicator colours, which label is closest to neutral?",B,Universal indicator is green near pH 7.,B|A|C|A and C,indicator-palette,3
card-231-7f-acids-and-alkalis-in-the-universal-indicator-colours-whic,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Check diagram style,Visual challenge,"In the universal indicator colours, which label is most acidic?",A,Red/orange colours indicate acid.,A|B|C|None of them,indicator-palette,3
card-232-7f-acids-and-alkalis-in-the-universal-indicator-colours-whic,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Check diagram style,Visual challenge,"In the universal indicator colours, which label is most alkaline?",C,Blue/purple colours indicate alkali.,C|A|B|All of them,indicator-palette,3
card-233-7f-acids-and-alkalis-in-the-neutralisation-setup-what-is-usu,7F Acids and alkalis,7Fd,7Fd · Neutralisation reactions · Quick Check practical method,Practical method,"In this practical, in the neutralisation setup, what is usually added to show the end point?",Indicator.,Indicator changes colour when the acid has neutralised the alkali.,Indicator.|Ammeter.|Cartilage.|Red blood cells.,,5
card-234-7f-acids-and-alkalis-in-the-neutralisation-setup-what-reacti,7F Acids and alkalis,7Fd,7Fd · Neutralisation reactions · Quick Check practical method,Practical method,"In this practical, in the neutralisation setup, what reaction is being tested?",Acid + alkali → salt + water.,Neutralisation makes a salt and water.,Acid + alkali → salt + water.|Glucose + oxygen → carbon dioxide + water.|Current = voltage ÷ resistance.|Bone + tendon → cartilage.,,4
card-235-7f-acids-and-alkalis-what-is-the-purpose-of-heating-the-solu,7F Acids and alkalis,7Fe,"7Fe · Bases, salts and everyday reactions · Quick Check practical method",Practical method,What is the purpose of heating the solution in an evaporation dish?,To evaporate water and leave salt crystals.,Evaporation removes the solvent.,To evaporate water and leave salt crystals.|To make current flow.|To make the pH always 14.|To contract the biceps.,,5
card-236-7f-acids-and-alkalis-what-is-the-main-safety-mistake-in-the-,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Check mistake check,Spot the mistake,What is the main safety mistake in the diagram?,Acid is being poured without clear eye protection.,Acid practicals need goggles and careful handling.,Acid is being poured without clear eye protection.|The beaker is made of glass.|The liquid is below pH 7.|The student is using indicator.,acid-safety-mistake,5
card-237-7f-acids-and-alkalis-what-is-wrong-with-this-indicator-metho,7F Acids and alkalis,7Fb,"7Fb · Acids, alkalis and indicator tests · Quick Check mistake check",Spot the mistake,What is wrong with this indicator method?,Too much indicator has been added.,Usually only a few drops of indicator are needed.,Too much indicator has been added.|The beaker should be a battery.|Indicator should never change colour.|The acid has become a muscle.,indicator-mistake,5
card-238-7f-acids-and-alkalis-what-is-the-safer-way-to-dilute-acid,7F Acids and alkalis,7Fa,"7Fa · Hazards, acids and indicators · Quick Check practical method",Practical method,What is the safer way to dilute acid?,Add acid slowly to water.,"Use care: acid into water, slowly, with goggles.",Add acid slowly to water.|Add water quickly to concentrated acid.|Use no eye protection.|Heat it until it splashes.,,4
card-239-7f-acids-and-alkalis-why-should-you-add-alkali-slowly-during,7F Acids and alkalis,7Fd,7Fd · Neutralisation reactions · Quick Check practical method,Practical method,Why should you add alkali slowly during neutralisation?,To avoid overshooting the neutral point.,Adding too much can make the solution alkaline instead of neutral.,To avoid overshooting the neutral point.|To make the bulb brighter.|To stop muscles contracting.|To make current flow backwards.,,4
card-240-7f-acids-and-alkalis-a-student-says-ph-1-is-a-strong-alkali-,7F Acids and alkalis,7Fc,7Fc · The pH scale and measuring pH · Quick Check mistake check,Spot the mistake,A student gives this answer: “pH 1 is a strong alkali.” What is wrong?,pH 1 is very acidic.,Low pH means acidic; high pH means alkaline.,pH 1 is very acidic.|pH 1 is neutral.|pH 1 is the strongest alkali.|pH only applies to electricity.,ph-scale,5
card-241-7c-muscles-and-bones-in-the-elbow-joint-diagram-which-label-,7C Muscles and bones,7Cc,"7Cc · Skeleton, joints and support · Quick Check diagram style",Visual challenge,"Look at the diagram. in the elbow joint diagram, which label shows cartilage?",A,Cartilage is smooth tissue at the ends of bones.,A|B|C|None of them,elbow-joint,3
card-242-7c-muscles-and-bones-in-the-elbow-joint-diagram-which-label-,7C Muscles and bones,7Cc,"7Cc · Skeleton, joints and support · Quick Check diagram style",Visual challenge,"Look at the diagram. in the elbow joint diagram, which label shows a ligament?",B,Ligaments connect bone to bone.,B|A|C|All of them,elbow-joint,3
card-243-7c-muscles-and-bones-in-the-elbow-joint-diagram-which-label-,7C Muscles and bones,7Cd,"7Cd · Muscles, movement and nervous control · Quick Check diagram style",Visual challenge,"Look at the diagram. in the elbow joint diagram, which label shows a tendon?",C,Tendons connect muscle to bone.,C|A|B|None of them,elbow-joint,3
card-244-7c-muscles-and-bones-in-the-arm-diagram-which-label-is-the-b,7C Muscles and bones,7Cd,"7Cd · Muscles, movement and nervous control · Quick Check diagram style",Visual challenge,"Look at the diagram. in the arm diagram, which label is the biceps muscle?",A,The biceps contracts to bend the elbow.,A|B|C|The diaphragm,arm-antagonistic,3
card-245-7c-muscles-and-bones-in-the-arm-diagram-which-label-is-the-t,7C Muscles and bones,7Cd,"7Cd · Muscles, movement and nervous control · Quick Check diagram style",Visual challenge,"Look at the diagram. in the arm diagram, which label is the triceps muscle?",B,The triceps contracts to straighten the elbow.,B|A|C|Cartilage,arm-antagonistic,3
card-246-7c-muscles-and-bones-in-the-arm-diagram-why-are-a-and-b-call,7C Muscles and bones,7Cd,"7Cd · Muscles, movement and nervous control · Quick Check diagram style",Visual challenge,"Look at the diagram. in the arm diagram, why are A and B called an antagonistic pair?",One contracts while the other relaxes to move the bone in opposite directions.,Muscles pull; they do not push.,One contracts while the other relaxes to move the bone in opposite directions.|They both push the bone together.|They are both acids.|They measure current.,arm-antagonistic,3
card-247-7c-muscles-and-bones-in-the-skeleton-diagram-which-label-sho,7C Muscles and bones,7Cc,"7Cc · Skeleton, joints and support · Quick Check diagram style",Visual challenge,"Look at the diagram. in the skeleton diagram, which label shows the skull?",A,The skull protects the brain.,A|B|C|None of them,skeleton-basic,3
card-248-7c-muscles-and-bones-in-the-skeleton-diagram-which-label-sho,7C Muscles and bones,7Cc,"7Cc · Skeleton, joints and support · Quick Check diagram style",Visual challenge,"Look at the diagram. in the skeleton diagram, which label shows the ribs?",B,The ribs protect the heart and lungs.,B|A|C|All of them,skeleton-basic,3
card-249-7c-muscles-and-bones-in-the-skeleton-diagram-which-label-sho,7C Muscles and bones,7Cc,"7Cc · Skeleton, joints and support · Quick Check diagram style",Visual challenge,"Look at the diagram. in the skeleton diagram, which label shows the backbone/spine area?",C,The backbone supports the body and protects the spinal cord.,C|A|B|A bulb,skeleton-basic,3
card-250-7c-muscles-and-bones-in-the-breathing-diagram-which-label-sh,7C Muscles and bones,7Ca,"7Ca · Organs, breathing and gas exchange · Quick Check diagram style",Visual challenge,"Look at the diagram. in the breathing diagram, which label shows the trachea/airway?",A,"Label A points to the trachea, the airway carrying air to and from the lungs.",A|B|C|D,lungs-diaphragm,3
card-251-7c-muscles-and-bones-in-the-breathing-diagram-which-label-sh,7C Muscles and bones,7Ca,"7Ca · Organs, breathing and gas exchange · Quick Check diagram style",Visual challenge,"Look at the diagram. in the breathing diagram, which label shows a lung?",B,Label B points to a lung.,B|A|C|D,lungs-diaphragm,3
card-252-7c-muscles-and-bones-in-the-breathing-diagram-which-label-sh,7C Muscles and bones,7Cd,"7Cd · Muscles, movement and nervous control · Quick Check diagram style",Visual challenge,"Look at the diagram. in the breathing diagram, which label shows the diaphragm?",D,"Label D points to the diaphragm, the muscle under the lungs.",D|A|B|C,lungs-diaphragm,3
card-253-7c-muscles-and-bones-in-the-gas-exchange-diagram-which-label,7C Muscles and bones,7Cb,"7Cb · Circulation, pulse and blood · Quick Check diagram style",Visual challenge,"Look at the diagram. in the gas exchange diagram, which label shows oxygen moving into the blood?",A,Oxygen moves from the air in the alveolus into the blood.,A|B|C,alveolus-gas-exchange,4
card-254-7c-muscles-and-bones-in-the-gas-exchange-diagram-which-label,7C Muscles and bones,7Cb,"7Cb · Circulation, pulse and blood · Quick Check diagram style",Visual challenge,"Look at the diagram. in the gas exchange diagram, which label shows carbon dioxide moving into the air sac?",B,Carbon dioxide moves from the blood into the air in the alveolus.,A|B|C,alveolus-gas-exchange,4
card-255-7c-muscles-and-bones-in-the-blood-vessels-diagram-which-labe,7C Muscles and bones,7Cb,"7Cb · Circulation, pulse and blood · Quick Check diagram style",Visual challenge,"Look at the diagram. in the blood-vessels diagram, which label shows the artery?",A,The artery has the thickest wall and the smallest central space.,A|B|C,blood-vessels,3
card-256-7c-muscles-and-bones-in-the-blood-vessels-diagram-which-labe,7C Muscles and bones,7Cb,"7Cb · Circulation, pulse and blood · Quick Check diagram style",Visual challenge,"Look at the diagram. in the blood-vessels diagram, which label shows the vein?",B,The vein has a larger central space and a valve.,A|B|C,blood-vessels,3
card-257-7c-muscles-and-bones-in-the-blood-vessels-diagram-which-labe,7C Muscles and bones,7Cb,"7Cb · Circulation, pulse and blood · Quick Check diagram style",Visual challenge,"Look at the diagram. in the blood-vessels diagram, which label shows capillaries?",C,"Capillaries are tiny, thin-walled vessels arranged in a network.",A|B|C,blood-vessels,3
card-258-7c-muscles-and-bones-in-the-ruler-drop-test-what-does-the-di,7C Muscles and bones,7Cd,"7Cd · Muscles, movement and nervous control · Quick Check practical method",Practical method,"In this practical, in the ruler-drop test, what does the distance fallen help estimate?",Reaction time.,"The longer the ruler falls before being caught, the slower the reaction.",Reaction time.|pH value.|Voltage.|Bone strength.,,4
card-259-7c-muscles-and-bones-a-student-says-muscles-push-bones-to-mo,7C Muscles and bones,7Cd,"7Cd · Muscles, movement and nervous control · Quick Check mistake check",Spot the mistake,A student gives this answer: “Muscles push bones to move them.” What is wrong?,Muscles pull when they contract; they do not push.,Movement usually needs antagonistic pairs.,Muscles pull when they contract; they do not push.|Muscles only work in acids.|Bones contract to pull muscles.|Tendons connect bone to bone.,arm-antagonistic,5
card-260-7c-muscles-and-bones-a-student-says-tendons-connect-bone-to-,7C Muscles and bones,7Cd,"7Cd · Muscles, movement and nervous control · Quick Check mistake check",Spot the mistake,A student gives this answer: “Tendons connect bone to bone.” What is wrong?,Tendons connect muscle to bone; ligaments connect bone to bone.,This is a common exam mix-up.,Tendons connect muscle to bone; ligaments connect bone to bone.|Tendons are pH indicators.|Ligaments connect muscles to batteries.|Cartilage carries oxygen.,elbow-joint,5
card-261-7c-muscles-and-bones-trachea,7C Muscles and bones,7Ca,"7Ca · Organs, breathing and gas exchange · Key terminology",Vocabulary,Trachea,The tube that carries air from the mouth and nose down towards the lungs.,Also called the windpipe.,,,1
card-262-7c-muscles-and-bones-bronchi,7C Muscles and bones,7Ca,"7Ca · Organs, breathing and gas exchange · Key terminology",Vocabulary,Bronchi,The two main tubes that carry air from the trachea into the lungs.,Each bronchus goes into one lung.,,,1
card-263-7c-muscles-and-bones-lungs,7C Muscles and bones,7Cc,"7Cc · Skeleton, joints and support · Key terminology",Vocabulary,Lungs,Organs where gas exchange happens: oxygen enters the blood and carbon dioxide leaves the blood.,The lungs are protected by the rib cage.,,,2
card-264-7c-muscles-and-bones-which-organ-is-the-main-site-of-gas-exc,7C Muscles and bones,7Cc,"7Cc · Skeleton, joints and support · Quick Quiz style",Multiple choice,A solution is tested with phenolphthalein and turns pink. Which conclusion is most likely?,It is alkaline.,Pink phenolphthalein indicates alkali.,It is alkaline. | It is acidic. | It is neutral pure water. | It contains no dissolved substances.,,3
card-265-7c-muscles-and-bones-what-happens-to-oxygen-during-gas-excha,7C Muscles and bones,7Cc,"7Cc · Skeleton, joints and support · Quick Quiz style",Multiple choice,A solution turns methyl orange red. Which conclusion is most likely?,It is acidic.,Methyl orange is red in acid.,It is acidic. | It is alkaline. | It is neutral pure water. | It is a pH meter.,,3
card-266-7c-muscles-and-bones-what-happens-to-carbon-dioxide-during-g,7C Muscles and bones,7Cc,"7Cc · Skeleton, joints and support · Quick Quiz style",Multiple choice,A solution turns methyl orange yellow. Which conclusion is most likely?,It is alkaline rather than acidic.,Methyl orange is yellow in alkali.,It is alkaline rather than acidic. | It is strongly acidic. | It is flammable because it is yellow. | It is an insoluble base.,,4
card-267-7c-muscles-and-bones-double-circulatory-system,7C Muscles and bones,7Cb,"7Cb · Circulation, pulse and blood · Key terminology",Vocabulary,Double circulatory system,"A circulation system with two loops: heart to lungs to heart, and heart to body to heart.",Blood passes through the heart twice for each full circuit of the body.,,,2
card-268-7c-muscles-and-bones-what-are-the-two-loops-in-the-human-dou,7C Muscles and bones,7Ce,7Ce · Drugs and their effects · Progression Check recall,Self-test,Describe the two loops in the human double circulatory system.,"Heart → lungs → heart, and heart → body → heart.",The lung loop picks up oxygen; the body loop delivers oxygen to cells.,,,4
card-269-7c-muscles-and-bones-why-does-blood-go-to-the-lungs-in-one-l,7C Muscles and bones,7Cc,"7Cc · Skeleton, joints and support · Quick Quiz style",Multiple choice,Which tool gives a numerical pH value without matching colours by eye?,pH meter,A pH meter gives a number directly.,pH meter | litmus paper | evaporating dish | filter funnel,,3
card-270-7c-muscles-and-bones-what-happens-to-the-chambers-of-the-hea,7C Muscles and bones,7Cd,"7Cd · Muscles, movement and nervous control · Quick Quiz style",Multiple choice,"After dipping universal indicator paper into a solution, what should it be compared with?",a pH colour chart,Universal indicator needs a colour chart to estimate pH.,a pH colour chart | a hazard-symbol sheet | a salt-name table only | a thermometer scale,,3
card-271-7c-muscles-and-bones-artery-adaptation,7C Muscles and bones,7Cb,"7Cb · Circulation, pulse and blood · Key terminology",Vocabulary,Artery adaptation,"Arteries have thick, strong walls to carry blood away from the heart under pressure.",A pulse can be felt in arteries.,,,2
card-272-7c-muscles-and-bones-vein-adaptation,7C Muscles and bones,7Cb,"7Cb · Circulation, pulse and blood · Key terminology",Vocabulary,Vein adaptation,Veins carry blood back to the heart and have thinner walls than arteries.,"At this level, remember: arteries away, veins back.",,,1
card-273-7c-muscles-and-bones-capillary-adaptation,7C Muscles and bones,7Cb,"7Cb · Circulation, pulse and blood · Key terminology",Vocabulary,Capillary adaptation,"Capillaries are tiny blood vessels with very thin walls, often one cell thick, for exchange with tissues.",Thin walls let oxygen and nutrients leave the blood easily.,,,2
card-274-7c-muscles-and-bones-which-blood-vessel-has-walls-one-cell-t,7C Muscles and bones,7Cc,"7Cc · Skeleton, joints and support · Quick Quiz style",Multiple choice,Which salt is made when sulfuric acid reacts with copper oxide?,copper sulfate,The metal gives the first part; sulfuric acid gives sulfate.,copper sulfate | copper chloride | sodium sulfate | magnesium nitrate,,4
card-275-7c-muscles-and-bones-which-blood-vessels-carry-blood-away-fr,7C Muscles and bones,7Cc,"7Cc · Skeleton, joints and support · Quick Quiz style",Multiple choice,Which salt is made when hydrochloric acid reacts with zinc oxide?,zinc chloride,The metal gives zinc; hydrochloric acid gives chloride.,zinc chloride | zinc nitrate | sodium chloride | magnesium sulfate,,4
card-276-7c-muscles-and-bones-which-blood-vessels-carry-blood-back-to,7C Muscles and bones,7Cc,"7Cc · Skeleton, joints and support · Quick Quiz style",Multiple choice,Which statement best describes electric current in a complete circuit?,A flow of charges through the circuit.,Current is flow; voltage is energy transfer/push; resistance opposes flow.,A flow of charges through the circuit. | A store of energy inside the bulb. | The energy transferred by each charge. | The opposition to flow in a component.,,4
card-277-7c-muscles-and-bones-newton,7C Muscles and bones,7Cd,"7Cd · Muscles, movement and nervous control · Key terminology",Vocabulary,Newton,The unit used to measure force; symbol N.,Example: a force of 10 N.,,,1
card-278-7c-muscles-and-bones-what-unit-is-force-measured-in,7C Muscles and bones,7Cd,"7Cd · Muscles, movement and nervous control · Quick Quiz style",Multiple choice,Which unit and symbol are used for current?,"ampere, A","Current is measured in amperes/amps, symbol A.","ampere, A | volt, V | ohm, Ω | newton, N",,3
card-279-7c-muscles-and-bones-quadriceps,7C Muscles and bones,7Cd,"7Cd · Muscles, movement and nervous control · Key terminology",Vocabulary,Quadriceps,A group of muscles at the front of the thigh that can help straighten the leg.,"Like biceps/triceps, leg muscles work in antagonistic pairs.",,,2
card-280-7c-muscles-and-bones-why-do-muscles-need-to-work-in-pairs,7C Muscles and bones,7Cd,"7Cd · Muscles, movement and nervous control · Quick Quiz style",Multiple choice,A student wants to measure the current through a lamp. Where should the ammeter go?,In series with the lamp so the same current passes through the meter and lamp.,Ammeters are connected in series.,"In series with the lamp so the same current passes through the meter and lamp. | In parallel across the lamp so it measures energy transferred. | Across the cell only, replacing the wires. | Outside the complete circuit so it does not affect current.",,4
card-281-7c-muscles-and-bones-scientific-question,7C Muscles and bones,7Ce,7Ce · Drugs and their effects · Key terminology,Vocabulary,Scientific question,A question that can be answered using evidence from observations or experiments.,Example: Does caffeine affect reaction time?,,,1
card-282-7c-muscles-and-bones-non-scientific-question,7C Muscles and bones,7Ca,"7Ca · Organs, breathing and gas exchange · Key terminology",Vocabulary,Non-scientific question,A question that cannot be answered by a science experiment or measurement.,Example: Which sport is the most fun?,,,1
card-283-7c-muscles-and-bones-ethical-question,7C Muscles and bones,7Ce,7Ce · Drugs and their effects · Key terminology,Vocabulary,Ethical question,"A question about what people think is fair, right, or wrong.",Example: Is it right to test a medicine on animals?,,,1
card-284-7c-muscles-and-bones-which-is-a-scientific-question,7C Muscles and bones,7Cb,"7Cb · Circulation, pulse and blood · Quick Quiz style",Multiple choice,Which statement best describes voltage across a component?,The energy transferred by the charges as they pass through the component.,Voltage is linked to energy transferred.,The energy transferred by the charges as they pass through the component. | The number of charges passing each second. | The total opposition to current in the wires only. | The number of branches in the circuit.,,4
card-285-7c-muscles-and-bones-which-is-an-ethical-question,7C Muscles and bones,7Ce,7Ce · Drugs and their effects · Quick Quiz style,Multiple choice,A student wants to measure the voltage across a lamp. Where should the voltmeter go?,In parallel across the lamp.,Voltmeters are connected across components.,In parallel across the lamp. | In series before the lamp. | In the same gap as the switch. | In place of the cell.,,4
